marka;model;rok_prod;paliwo;przebieg;pojemnosc;skr_bie;kolor;stan;cena;kraj;link
Toyota;RAV4;2019;Benzyna ;33903;2500;Automatyczna;Bia³y;U¿ywane;142673;USA;https://www.cars.com/vehicledetail/de16cf80-8e53-499a-bff3-0bcdb6d298ef/?results_page_number=14&search_instance_id=faee0669-24d7-40a2-b543-c6979ec25d97&search_zipcode=&vertical_position=12&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2019;Benzyna ;20460;2500;Automatyczna;Czerwony;U¿ywane;140769;USA;https://www.cars.com/vehicledetail/d74d0287-9df4-4e2b-b097-3e429c3bf0c3/?results_page_number=14&search_instance_id=faee0669-24d7-40a2-b543-c6979ec25d97&search_zipcode=&vertical_position=13&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2018;Benzyna ;129061;2500;Automatyczna;Bia³y;U¿ywane;105437;USA;https://www.cars.com/vehicledetail/0ee1b05b-2d6c-4ed1-82e8-86ea867ed99b/?results_page_number=14&search_instance_id=faee0669-24d7-40a2-b543-c6979ec25d97&search_zipcode=&vertical_position=14&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2020;Benzyna ;31612;2500;Automatyczna;Bia³y;U¿ywane;121119;USA;https://www.cars.com/vehicledetail/ed109393-e502-4837-8514-3831d8e18e07/?results_page_number=14&search_instance_id=faee0669-24d7-40a2-b543-c6979ec25d97&search_zipcode=&vertical_position=15&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2018;Benzyna ;102750;2500;Automatyczna;;U¿ywane;110757;USA;https://www.cars.com/vehicledetail/a6f8ef3a-edcc-497e-b56c-939b9f2ddd8d/?results_page_number=14&search_instance_id=faee0669-24d7-40a2-b543-c6979ec25d97&search_zipcode=&vertical_position=16&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2018;Benzyna ;80368;2500;Automatyczna;Czarny;U¿ywane;121958;USA;https://www.cars.com/vehicledetail/2c7e763e-46b2-4438-8eaa-554fbd15efe4/?results_page_number=14&search_instance_id=faee0669-24d7-40a2-b543-c6979ec25d97&search_zipcode=&vertical_position=17&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2018;Benzyna ;144792;2500;Automatyczna;Srebrny;U¿ywane;104860;USA;https://www.cars.com/vehicledetail/cabb3654-3aea-4c7e-9a8c-f58af0935070/?results_page_number=14&search_instance_id=faee0669-24d7-40a2-b543-c6979ec25d97&search_zipcode=&vertical_position=18&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2018;Benzyna ;88547;2500;Automatyczna;;U¿ywane;127972;USA;https://www.cars.com/vehicledetail/362b7f33-342d-4188-aad0-8db4cc2e0653/?results_page_number=14&search_instance_id=faee0669-24d7-40a2-b543-c6979ec25d97&search_zipcode=&vertical_position=19&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2019;Benzyna ;29878;2500;Automatyczna;Bia³y;U¿ywane;125780;USA;https://www.cars.com/vehicledetail/a782e898-570e-44cb-ad97-1e0ea9a77041/?results_page_number=15&search_instance_id=4001b727-6ba5-4729-a387-d4d24c749558&search_zipcode=&vertical_position=1&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2021;Benzyna ;34090;2500;Automatyczna;Bia³y;U¿ywane;140542;USA;https://www.cars.com/vehicledetail/7867bbb8-5754-47b6-bd44-d39896b0db01/?results_page_number=15&search_instance_id=4001b727-6ba5-4729-a387-d4d24c749558&search_zipcode=&vertical_position=2&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2019;Benzyna ;29745;2500;Automatyczna;Czarny;U¿ywane;147702;USA;https://www.cars.com/vehicledetail/d71291c5-fa29-45e9-a923-8b44d4513215/?results_page_number=15&search_instance_id=4001b727-6ba5-4729-a387-d4d24c749558&search_zipcode=&vertical_position=4&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2018;Benzyna ;57876;2500;Automatyczna;Niebieski;U¿ywane;121569;USA;https://www.cars.com/vehicledetail/101c33fc-4eac-4a8f-81bd-4815df252dc2/?results_page_number=15&search_instance_id=4001b727-6ba5-4729-a387-d4d24c749558&search_zipcode=&vertical_position=5&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2021;Benzyna ;23673;2500;Automatyczna;Szary;U¿ywane;141201;USA;https://www.cars.com/vehicledetail/3d654321-5f0b-43c8-bfc6-13e6327c634a/?results_page_number=15&search_instance_id=4001b727-6ba5-4729-a387-d4d24c749558&search_zipcode=&vertical_position=6&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2020;Benzyna ;73796;2500;Automatyczna;Srebrny;U¿ywane;132658;USA;https://www.cars.com/vehicledetail/545df531-9fbf-4eb0-bb40-f5342bfcd15e/?results_page_number=15&search_instance_id=4001b727-6ba5-4729-a387-d4d24c749558&search_zipcode=&vertical_position=7&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2018;Benzyna ;138756;2500;Automatyczna;;U¿ywane;102257;USA;https://www.cars.com/vehicledetail/b91710e5-d8c2-4f4f-b5c2-05f16d1b993b/?results_page_number=15&search_instance_id=4001b727-6ba5-4729-a387-d4d24c749558&search_zipcode=&vertical_position=8&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2021;Benzyna ;399280;2500;Automatyczna;Szary;U¿ywane;171200;USA;https://www.cars.com/vehicledetail/d20b265f-6ec9-44d5-ae83-47348767bff2/?results_page_number=15&search_instance_id=4001b727-6ba5-4729-a387-d4d24c749558&search_zipcode=&vertical_position=9&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2018;Benzyna ;32710;2500;Automatyczna;Czarny;U¿ywane;117301;USA;https://www.cars.com/vehicledetail/1f72a5fd-8763-40e2-a4b6-7cfa88bc6509/?results_page_number=15&search_instance_id=4001b727-6ba5-4729-a387-d4d24c749558&search_zipcode=&vertical_position=10&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2018;Benzyna ;41000;2500;Automatyczna;;U¿ywane;117635;USA;https://www.cars.com/vehicledetail/f91ebfab-4ed5-4e3d-91d7-eb28ce05b9f6/?results_page_number=15&search_instance_id=4001b727-6ba5-4729-a387-d4d24c749558&search_zipcode=&vertical_position=11&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2020;Benzyna ;75965;2500;Automatyczna;;U¿ywane;132658;USA;https://www.cars.com/vehicledetail/fcea7dc4-0b75-4e21-b3f5-7cae72cfd785/?results_page_number=15&search_instance_id=4001b727-6ba5-4729-a387-d4d24c749558&search_zipcode=&vertical_position=12&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2018;Benzyna ;112281;2500;Automatyczna;Czarny;U¿ywane;93128;USA;https://www.cars.com/vehicledetail/0fa59d5b-356b-4dfb-a812-f58d3892e3d7/?results_page_number=15&search_instance_id=4001b727-6ba5-4729-a387-d4d24c749558&search_zipcode=&vertical_position=13&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2017;Benzyna ;102565;2500;Automatyczna;;U¿ywane;114918;USA;https://www.cars.com/vehicledetail/06077d48-b212-4abc-8956-7cf601534f2b/?results_page_number=15&search_instance_id=4001b727-6ba5-4729-a387-d4d24c749558&search_zipcode=&vertical_position=14&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2021;Benzyna ;37078;2500;Automatyczna;Bia³y;U¿ywane;144565;USA;https://www.cars.com/vehicledetail/ee8f9041-75b2-4007-9ef1-86b3ee8ca7f9/?results_page_number=15&search_instance_id=4001b727-6ba5-4729-a387-d4d24c749558&search_zipcode=&vertical_position=15&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2019;Benzyna ;31693;2500;Automatyczna;Szary;U¿ywane;151071;USA;https://www.cars.com/vehicledetail/0b927e50-a6af-4a26-9faf-7992aef38889/?results_page_number=15&search_instance_id=4001b727-6ba5-4729-a387-d4d24c749558&search_zipcode=&vertical_position=16&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2018;Benzyna ;56914;2500;S;;U¿ywane;128395;USA;https://www.cars.com/vehicledetail/317a995e-77b6-47c7-adc5-c616e56a7872/?results_page_number=15&search_instance_id=4001b727-6ba5-4729-a387-d4d24c749558&search_zipcode=&vertical_position=17&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2018;Benzyna ;23079;2500;Automatyczna;;U¿ywane;109242;USA;https://www.cars.com/vehicledetail/5b4d9a9d-728f-4bec-8ae5-dc361c9549a8/?results_page_number=15&search_instance_id=4001b727-6ba5-4729-a387-d4d24c749558&search_zipcode=&vertical_position=18&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2018;Benzyna ;51662;2500;Automatyczna;;U¿ywane;116822;USA;https://www.cars.com/vehicledetail/b02bf52a-65c1-4301-8855-6f90ca5b1b32/?results_page_number=15&search_instance_id=4001b727-6ba5-4729-a387-d4d24c749558&search_zipcode=&vertical_position=19&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2019;Benzyna ;59048;2500;Automatyczna;Bia³y;U¿ywane;124094;USA;https://www.cars.com/vehicledetail/e37e977b-a7cf-4eb4-aca0-7b2c3c5c844f/?results_page_number=15&search_instance_id=4001b727-6ba5-4729-a387-d4d24c749558&search_zipcode=&vertical_position=20&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2019;Benzyna ;76977;2500;Automatyczna;Czarny;U¿ywane;138907;USA;https://www.cars.com/vehicledetail/93d3eafe-db1a-41ff-b0f0-85fb780af34e/?results_page_number=16&search_instance_id=97c2b4ea-cb0b-47be-ad79-fbbb822b6029&search_zipcode=&vertical_position=1&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2018;Benzyna ;54882;2500;Automatyczna;Szary;U¿ywane;106944;USA;https://www.cars.com/vehicledetail/fcbf72b0-08fc-4935-abc3-cd15bbd45064/?results_page_number=16&search_instance_id=97c2b4ea-cb0b-47be-ad79-fbbb822b6029&search_zipcode=&vertical_position=2&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2020;Benzyna ;32479;2500;Automatyczna;;U¿ywane;141218;USA;https://www.cars.com/vehicledetail/0ad4b678-122e-4adb-85e0-650ba5a1deee/?results_page_number=16&search_instance_id=97c2b4ea-cb0b-47be-ad79-fbbb822b6029&search_zipcode=&vertical_position=3&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2018;Benzyna ;67375;2500;Automatyczna;;U¿ywane;118504;USA;https://www.cars.com/vehicledetail/4fb763a9-cd54-4a68-a2c7-8d83fb76df88/?results_page_number=16&search_instance_id=97c2b4ea-cb0b-47be-ad79-fbbb822b6029&search_zipcode=&vertical_position=4&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2020;Benzyna ;28589;2500;Automatyczna;Srebrny;U¿ywane;126683;USA;https://www.cars.com/vehicledetail/3195312a-6724-491d-b53e-1e11e7eb93aa/?results_page_number=16&search_instance_id=97c2b4ea-cb0b-47be-ad79-fbbb822b6029&search_zipcode=&vertical_position=5&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2019;Benzyna ;30131;2500;Automatyczna;Szary;U¿ywane;147891;USA;https://www.cars.com/vehicledetail/7f7c12da-9283-4415-a869-1373d5c3f9b1/?results_page_number=16&search_instance_id=97c2b4ea-cb0b-47be-ad79-fbbb822b6029&search_zipcode=&vertical_position=6&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2019;Benzyna ;33768;2500;Automatyczna;Czarny;U¿ywane;136938;USA;https://www.cars.com/vehicledetail/339ebddf-8cb4-4f57-8996-7e8051d72824/?results_page_number=16&search_instance_id=97c2b4ea-cb0b-47be-ad79-fbbb822b6029&search_zipcode=&vertical_position=7&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2018;Benzyna ;64566;2500;Automatyczna;Czarny;U¿ywane;117250;USA;https://www.cars.com/vehicledetail/c4a0d243-c4cf-45c6-a92e-52e1863b2600/?results_page_number=16&search_instance_id=97c2b4ea-cb0b-47be-ad79-fbbb822b6029&search_zipcode=&vertical_position=8&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2019;Benzyna ;19827;2500;Automatyczna;Czerwony;U¿ywane;157290;USA;https://www.cars.com/vehicledetail/86601538-3c73-4ff4-8f88-28933d3134d5/?results_page_number=16&search_instance_id=97c2b4ea-cb0b-47be-ad79-fbbb822b6029&search_zipcode=&vertical_position=10&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2018;Benzyna ;50390;2500;Automatyczna;Srebrny;U¿ywane;123987;USA;https://www.cars.com/vehicledetail/1338fc3f-5b7b-44f2-be60-8c938b29ae06/?results_page_number=16&search_instance_id=97c2b4ea-cb0b-47be-ad79-fbbb822b6029&search_zipcode=&vertical_position=11&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2018;Benzyna ;43146;2500;Automatyczna;Srebrny;U¿ywane;119797;USA;https://www.cars.com/vehicledetail/965108a3-7c78-4c8a-941f-a15a33971370/?results_page_number=16&search_instance_id=97c2b4ea-cb0b-47be-ad79-fbbb822b6029&search_zipcode=&vertical_position=12&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2019;Benzyna ;29785;2500;Automatyczna;Srebrny;U¿ywane;124081;USA;https://www.cars.com/vehicledetail/c57cb75e-0642-4223-b5a8-fbbec21d3b3c/?results_page_number=16&search_instance_id=97c2b4ea-cb0b-47be-ad79-fbbb822b6029&search_zipcode=&vertical_position=13&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2016;Benzyna ;115344;2500;Automatyczna;Pomarañczowy;U¿ywane;77027;USA;https://www.cars.com/vehicledetail/188a16cc-9351-4b28-933b-892a36a078da/?results_page_number=16&search_instance_id=97c2b4ea-cb0b-47be-ad79-fbbb822b6029&search_zipcode=&vertical_position=14&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2020;Benzyna ;73883;2500;Automatyczna;Szary;U¿ywane;136437;USA;https://www.cars.com/vehicledetail/d9f56a88-1294-4216-bbbf-364c4a505ff6/?results_page_number=16&search_instance_id=97c2b4ea-cb0b-47be-ad79-fbbb822b6029&search_zipcode=&vertical_position=15&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2013;Benzyna ;256647;2500;Automatyczna;Szary;U¿ywane;64200;USA;https://www.cars.com/vehicledetail/220334c4-1671-4725-bb16-e29fbaa0f670/?results_page_number=16&search_instance_id=97c2b4ea-cb0b-47be-ad79-fbbb822b6029&search_zipcode=&vertical_position=16&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2020;Benzyna ;50135;2500;Automatyczna;;U¿ywane;126161;USA;https://www.cars.com/vehicledetail/2427f6a4-a54b-4e15-8f1d-f5f62a65febb/?results_page_number=16&search_instance_id=97c2b4ea-cb0b-47be-ad79-fbbb822b6029&search_zipcode=&vertical_position=17&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2020;Benzyna ;78731;2500;Automatyczna;Szary;U¿ywane;121980;USA;https://www.cars.com/vehicledetail/477cc910-2650-4251-996e-c39ff12079da/?results_page_number=16&search_instance_id=97c2b4ea-cb0b-47be-ad79-fbbb822b6029&search_zipcode=&vertical_position=18&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2018;Benzyna ;49902;2500;Automatyczna;;U¿ywane;114314;USA;https://www.cars.com/vehicledetail/a3aa6f65-66ec-4e5f-8cda-1ad581cf86d4/?results_page_number=16&search_instance_id=97c2b4ea-cb0b-47be-ad79-fbbb822b6029&search_zipcode=&vertical_position=19&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2018;Benzyna ;64644;2500;Automatyczna;Szary;U¿ywane;116531;USA;https://www.cars.com/vehicledetail/37f5112b-1333-4983-97c1-579238f9d2eb/?results_page_number=16&search_instance_id=97c2b4ea-cb0b-47be-ad79-fbbb822b6029&search_zipcode=&vertical_position=20&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2018;Benzyna ;55745;2500;Automatyczna;Czerwony;U¿ywane;132658;USA;https://www.cars.com/vehicledetail/23ade14c-7496-4e1f-9865-c6a788b66073/?results_page_number=17&search_instance_id=40d67d76-3e7e-4707-9e67-786372777d4c&search_zipcode=&vertical_position=1&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2020;Benzyna ;61017;2500;Automatyczna;Bia³y;U¿ywane;119741;USA;https://www.cars.com/vehicledetail/07347ffa-ebc5-4954-8169-d3f93422f32e/?results_page_number=17&search_instance_id=40d67d76-3e7e-4707-9e67-786372777d4c&search_zipcode=&vertical_position=2&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2018;Benzyna ;64441;2500;Automatyczna;Srebrny;U¿ywane;105266;USA;https://www.cars.com/vehicledetail/d04d32ec-f845-4adc-b424-59bfcd71fc90/?results_page_number=17&search_instance_id=40d67d76-3e7e-4707-9e67-786372777d4c&search_zipcode=&vertical_position=3&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2021;Benzyna ;32821;2500;Automatyczna;Srebrny;U¿ywane;161784;USA;https://www.cars.com/vehicledetail/95f9641f-bdae-4f23-b5ae-5729eb1026e1/?results_page_number=17&search_instance_id=40d67d76-3e7e-4707-9e67-786372777d4c&search_zipcode=&vertical_position=4&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2018;Benzyna ;56347;2500;Automatyczna;Srebrny;U¿ywane;115534;USA;https://www.cars.com/vehicledetail/0697674d-e353-47e9-a3f0-5b6b51912bcb/?results_page_number=17&search_instance_id=40d67d76-3e7e-4707-9e67-786372777d4c&search_zipcode=&vertical_position=5&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2020;Benzyna ;72835;2500;Automatyczna;Bia³y;U¿ywane;132658;USA;https://www.cars.com/vehicledetail/7c2699f2-74ee-4039-9958-2f1a8ff4ade4/?results_page_number=17&search_instance_id=40d67d76-3e7e-4707-9e67-786372777d4c&search_zipcode=&vertical_position=6&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2020;Benzyna ;73144;2500;Automatyczna;Srebrny;U¿ywane;151888;USA;https://www.cars.com/vehicledetail/6cad8bfd-f143-454d-b68a-dbf73f1a4f00/?results_page_number=17&search_instance_id=40d67d76-3e7e-4707-9e67-786372777d4c&search_zipcode=&vertical_position=7&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2018;Benzyna ;40081;2500;Automatyczna;Szary;U¿ywane;117374;USA;https://www.cars.com/vehicledetail/c843dcb8-d3de-4816-893e-d1ba65586261/?results_page_number=17&search_instance_id=40d67d76-3e7e-4707-9e67-786372777d4c&search_zipcode=&vertical_position=8&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2019;Benzyna ;28428;2500;Automatyczna;;U¿ywane;132632;USA;https://www.cars.com/vehicledetail/926e748c-d051-4ad3-a5bd-a30bd61eb648/?results_page_number=17&search_instance_id=40d67d76-3e7e-4707-9e67-786372777d4c&search_zipcode=&vertical_position=9&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2019;Benzyna ;37650;2500;Automatyczna;Czarny;U¿ywane;119412;USA;https://www.cars.com/vehicledetail/0a8821f1-5421-4de0-be0b-d08e36cf3fb6/?results_page_number=17&search_instance_id=40d67d76-3e7e-4707-9e67-786372777d4c&search_zipcode=&vertical_position=10&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2019;Benzyna ;47479;2500;Automatyczna;;U¿ywane;157850;USA;https://www.cars.com/vehicledetail/4b9b4cbd-dcb2-4833-a8d5-851d2af2529c/?results_page_number=17&search_instance_id=40d67d76-3e7e-4707-9e67-786372777d4c&search_zipcode=&vertical_position=11&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2020;Benzyna ;32569;2500;Automatyczna;Czarny;U¿ywane;143375;USA;https://www.cars.com/vehicledetail/cc3485f3-eb9b-4e01-a7f5-df8b8a4d61b5/?results_page_number=17&search_instance_id=40d67d76-3e7e-4707-9e67-786372777d4c&search_zipcode=&vertical_position=13&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2020;Benzyna ;67214;2500;Automatyczna;Szary;U¿ywane;134327;USA;https://www.cars.com/vehicledetail/c0178132-bb82-4f9c-b1e0-b1230ff84cf9/?results_page_number=17&search_instance_id=40d67d76-3e7e-4707-9e67-786372777d4c&search_zipcode=&vertical_position=14&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2018;Benzyna ;79334;2500;Automatyczna;Szary;U¿ywane;113843;USA;https://www.cars.com/vehicledetail/731c2cc8-78ad-45eb-a312-fcb381209ab0/?results_page_number=17&search_instance_id=40d67d76-3e7e-4707-9e67-786372777d4c&search_zipcode=&vertical_position=15&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2019;Benzyna ;18090;2500;Automatyczna;Srebrny;U¿ywane;132641;USA;https://www.cars.com/vehicledetail/a66f1291-53b0-4b64-a47d-176559d853af/?results_page_number=17&search_instance_id=40d67d76-3e7e-4707-9e67-786372777d4c&search_zipcode=&vertical_position=17&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2009;Benzyna ;223761;2500;Automatyczna;Bia³y;U¿ywane;40638;USA;https://www.cars.com/vehicledetail/c80823b9-772c-451f-a6b2-b35ee45a4b71/?results_page_number=17&search_instance_id=40d67d76-3e7e-4707-9e67-786372777d4c&search_zipcode=&vertical_position=18&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2018;Benzyna ;36323;2500;Automatyczna;Czarny;U¿ywane;119818;USA;https://www.cars.com/vehicledetail/4a05079f-f610-49a9-a309-6477ab4768b8/?results_page_number=17&search_instance_id=40d67d76-3e7e-4707-9e67-786372777d4c&search_zipcode=&vertical_position=19&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2019;Benzyna ;24696;2500;Automatyczna;;U¿ywane;149800;USA;https://www.cars.com/vehicledetail/d1eed3a9-cce6-40c9-b7a9-e03ca25fc4ac/?results_page_number=17&search_instance_id=40d67d76-3e7e-4707-9e67-786372777d4c&search_zipcode=&vertical_position=20&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2018;Benzyna ;67956;2500;Automatyczna;Srebrny;U¿ywane;122831;USA;https://www.cars.com/vehicledetail/597800a7-c90f-41a8-95b2-3fe71d7adc81/?results_page_number=18&search_instance_id=21d83d8f-e3d4-4009-8ceb-6fcba9ccc426&search_zipcode=&vertical_position=1&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2019;Benzyna ;35946;2500;Automatyczna;;U¿ywane;124098;USA;https://www.cars.com/vehicledetail/70820225-8d9e-4f77-b929-2fe9fd23e113/?results_page_number=18&search_instance_id=21d83d8f-e3d4-4009-8ceb-6fcba9ccc426&search_zipcode=&vertical_position=2&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2019;Benzyna ;27611;2500;Automatyczna;Niebieski;U¿ywane;139956;USA;https://www.cars.com/vehicledetail/7f6fb8c1-a4d4-4113-8269-3fe8a8fb0bf1/?results_page_number=18&search_instance_id=21d83d8f-e3d4-4009-8ceb-6fcba9ccc426&search_zipcode=&vertical_position=3&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2019;Benzyna ;37180;2500;Automatyczna;Szary;U¿ywane;120648;USA;https://www.cars.com/vehicledetail/4d68cbf3-cb08-4c0d-acc9-4b08335da526/?results_page_number=18&search_instance_id=21d83d8f-e3d4-4009-8ceb-6fcba9ccc426&search_zipcode=&vertical_position=4&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2019;Benzyna ;77855;2500;Automatyczna;Bia³y;U¿ywane;118770;USA;https://www.cars.com/vehicledetail/e48028f1-7c6e-4e95-8844-6cf4d055c9c2/?results_page_number=18&search_instance_id=21d83d8f-e3d4-4009-8ceb-6fcba9ccc426&search_zipcode=&vertical_position=5&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2018;Benzyna ;58855;2500;Automatyczna;Czarny;U¿ywane;128293;USA;https://www.cars.com/vehicledetail/7c42330b-5a18-45a9-bd58-4fdd318bf1a1/?results_page_number=18&search_instance_id=21d83d8f-e3d4-4009-8ceb-6fcba9ccc426&search_zipcode=&vertical_position=6&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2018;Benzyna ;23263;2500;Automatyczna;Szary;U¿ywane;121980;USA;https://www.cars.com/vehicledetail/d791dc42-6425-4fa9-841d-21625679408b/?results_page_number=18&search_instance_id=21d83d8f-e3d4-4009-8ceb-6fcba9ccc426&search_zipcode=&vertical_position=7&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2018;Benzyna ;80389;2500;Automatyczna;Bia³y;U¿ywane;117866;USA;https://www.cars.com/vehicledetail/0bca883e-9580-4c91-84f5-71e65289f4d3/?results_page_number=18&search_instance_id=21d83d8f-e3d4-4009-8ceb-6fcba9ccc426&search_zipcode=&vertical_position=8&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2019;Benzyna ;73403;2500;Automatyczna;Niebieski;U¿ywane;128340;USA;https://www.cars.com/vehicledetail/652945fd-a4c9-4a46-83ca-3c2bdfd443c1/?results_page_number=18&search_instance_id=21d83d8f-e3d4-4009-8ceb-6fcba9ccc426&search_zipcode=&vertical_position=10&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2021;Benzyna ;46651;2500;Automatyczna;;U¿ywane;136960;USA;https://www.cars.com/vehicledetail/9649483f-62f2-43dd-a7bc-e463bc6bdfec/?results_page_number=18&search_instance_id=21d83d8f-e3d4-4009-8ceb-6fcba9ccc426&search_zipcode=&vertical_position=11&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2018;Benzyna ;63196;2500;Automatyczna;Srebrny;U¿ywane;112350;USA;https://www.cars.com/vehicledetail/f4779121-3f73-4f7c-8832-83e8eb6ffcbc/?results_page_number=18&search_instance_id=21d83d8f-e3d4-4009-8ceb-6fcba9ccc426&search_zipcode=&vertical_position=12&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2019;Benzyna ;50638;2500;Automatyczna;Szary;U¿ywane;139048;USA;https://www.cars.com/vehicledetail/40ea8b90-dc94-482c-9538-f0ed243314c1/?results_page_number=18&search_instance_id=21d83d8f-e3d4-4009-8ceb-6fcba9ccc426&search_zipcode=&vertical_position=13&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2020;Benzyna ;77420;2500;Automatyczna;Szary;U¿ywane;149431;USA;https://www.cars.com/vehicledetail/844ce7bb-78fb-4df5-a603-5313a24df661/?results_page_number=18&search_instance_id=21d83d8f-e3d4-4009-8ceb-6fcba9ccc426&search_zipcode=&vertical_position=14&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2018;Benzyna ;77328;2500;Automatyczna;Bia³y;U¿ywane;113407;USA;https://www.cars.com/vehicledetail/af3bf565-42ab-46e1-819d-28d2561ba54a/?results_page_number=18&search_instance_id=21d83d8f-e3d4-4009-8ceb-6fcba9ccc426&search_zipcode=&vertical_position=15&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2018;Benzyna ;115323;2500;Automatyczna;;U¿ywane;114682;USA;https://www.cars.com/vehicledetail/17d1c58c-6cbd-4c60-83ad-0c329388b7ef/?results_page_number=18&search_instance_id=21d83d8f-e3d4-4009-8ceb-6fcba9ccc426&search_zipcode=&vertical_position=16&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2018;Benzyna ;65390;2500;Automatyczna;Czarny;U¿ywane;112367;USA;https://www.cars.com/vehicledetail/3a5d7b51-fadd-4759-9753-c6bded804ec7/?results_page_number=18&search_instance_id=21d83d8f-e3d4-4009-8ceb-6fcba9ccc426&search_zipcode=&vertical_position=17&web_page_type=shopping%2Fsearch-results
Toyota;RAV4;2020;Benzyna ;38379;2500;Automatyczna;;U¿ywane;116206;USA;https://www.cars.com/vehicledetail/7e93f4a4-f4df-4d99-ae59-458a1742a4ab/?results_page_number=18&search_instance_id=21d83d8f-e3d4-4009-8ceb-6fcba9ccc426&search_zipcode=&vertical_position=18&web_page_type=shopping%2Fsearch-results
